Dias,Casos Totales,Muertes,Incremento,Casos CDMX,Vel. CDMX,Casos EDO,Vel. EDO,Casos estimados,Activos estimados,hospitalizados_cdmx,Negativos,h_nac,hg_nac,vacunados,Activos-conf,Recuperados,Dosis-disp,completos,IRAG,Fecha,Una dosis,comentarios
252,949197,93772,5567,166121,970,99810,368,1102262,46360,2889,1152767,9382,2800,,26617,780399,,,10874,05/11/20,,
253,955128,94323,5931,166895,774,100099,289,1110458,48250,2910,1160644,9542,2857,,27194,786452,,,10987,06/11/20,,
254,961938,94808,6810,168444,1549,100653,554,1118335,50468,2892,1170161,9584,2838,,28354,791992,,,10422,07/11/20,,
255,967825,95027,5887,170116,1672,100943,290,1122497,48441,2845,1179042,9422,2764,,28342,796133,,,10478,08/11/20,,
256,972785,95225,4960,170996,880,101344,401,1126209,45017,2943,1184968,9227,2615,,27286,800101,,,11010,09/11/20,,
257,978531,95842,5746,172403,1407,101705,361,1135266,47948,2970,1191522,9887,2899,,27200,805426,,,11450,10/11/20,,
258,986177,96430,7646,174127,1724,102163,458,1145146,51325,3100,1199946,10111,2866,,27919,810433,,,11031,11/11/20,,
259,991835,97056,5658,175946,1819,102510,347,1150013,50549,3150,1207633,10198,2938,,27793,815755,,,11662,12/11/20,,
260,997393,97624,5558,177396,1450,102791,281,1156697,50552,3219,1214852,10252,2941,,27167,821187,,,11444,13/11/20,,
261,1003253,98259,5860,179134,1738,103240,449,1163574,52131,3273,1222753,10223,2956,,28018,826703,,,11153,14/11/20,,
262,1006522,98542,3269,179791,657,103394,154,1166165,47099,3245,1227290,9905,2802,,25238,830850,,,11311,15/11/20,,
263,1009396,98861,2874,180210,419,103448,54,1168359,42922,3301,1230822,10110,2854,,23284,834294,,,11355,16/11/20,,
264,1011153,99026,1757,180621,411,103516,68,1169846,38497,3333,1233643,9989,2852,,20582,839379,,,11866,17/11/20,,
265,1015071,99528,3918,181913,1292,103755,239,1174696,37545,3347,1239269,10206,2903,,19595,844102,,,12119,18/11/20,,
266,1019543,100104,4472,183253,1340,104068,313,1180922,37473,3411,1244739,10559,3048,,18947,849093,,,12314,19/11/20,,
267,1025969,100823,6426,184636,1383,104341,273,1189234,39144,3414,1251784,10652,3078,,19867,854305,,,12340,20/11/20,,
268,1032688,101373,6719,185913,1277,104699,358,1197540,41480,3441,1259975,10635,3143,,20156,860565,,,11771,21/11/20,,
269,1041875,101676,9187,187229,1316,105470,771,1208237,45445,3387,1267962,10432,3001,,25187,866149,,,12107,22/11/20,,
270,1049358,101926,7483,188343,1114,106211,741,1217657,45635,3457,1274269,10510,3094,,25801,870859,,,12566,23/11/20,,Correcciones de clasificacion
271,1060152,102739,10794,191201,2858,107339,1128,1231797,49613,3455,1283714,10729,3208,,27918,875792,,,12772,24/11/20,,
272,1070487,103597,10335,193819,2618,108472,1133,1247079,56104,3542,1293654,11124,3335,,30227,882580,,,12721,25/11/20,,
273,1078594,104242,8107,196028,2209,109218,746,1258510,60532,3585,1303494,11085,3256,,31536,887593,,,12742,26/11/20,,
274,1090675,104873,12081,200199,4171,110584,1366,1268970,64023,3618,1331518,11019,3353,,39840,892520,,,12731,27/11/20,,
275,1100683,105459,10008,204448,4249,110779,195,1281267,67981,3664,1340993,10963,3320,,41604,897794,,,12527,28/11/20,,
276,1107071,105655,6388,206204,1756,111180,401,1285959,65470,3703,1349465,10865,3231,,41759,900867,,,12548,29/11/20,,
277,1113543,105940,6472,207699,1495,111699,519,1289336,61631,3752,1356344,10743,3195,,41866,903456,,,12800,30/11/20,,
278,1122362,106765,8819,211007,3308,112660,961,1300128,63927,3827,1369285,11149,3307,,43209,904388,,,13220,01/12/20,,
279,1133613,107565,11251,215006,3999,113557,897,1311629,67218,3897,1385223,11256,3357,,46412,907506,,,13058,02/12/20,,
280,1144643,108173,11030,219465,4459,114492,935,1323245,71519,3901,1402671,11311,3415,,49622,911370,,,13322,03/12/20,,
281,1156770,108863,12127,224291,4826,115499,1007,1334822,71844,3902,1420130,11320,3462,,50566,917106,,,12917,04/12/20,,
282,1168395,109456,11625,229418,5127,116599,1100,1346044,75761,3975,1438423,11130,3363,,54205,923232,,,12673,05/12/20,,
283,1175850,109717,7455,232009,2591,117013,414,1350987,73413,3981,1447851,11068,3232,,54088,932158,,,12803,06/12/20,,
284,1182249,110074,6399,233577,1568,117654,641,1354056,67513,4021,1456073,11107,3279,,51946,939284,,,13485,07/12/20,,
285,1193255,110874,11006,239006,5429,119071,1417,1366199,71323,4119,1472266,11365,3359,,54131,949278,,,13758,08/12/20,,
286,1205229,111655,11974,244062,5056,120284,1213,1379463,75391,4225,1490180,11797,3515,,56582,958832,,,13814,09/12/20,,
287,1217126,112326,11897,248976,4914,121562,1278,1392495,80420,4371,1507203,11830,3578,,60259,966268,,,13804,10/12/20,,
288,1229379,113019,12253,254543,5567,122885,1323,1405307,84393,4443,1525914,11830,3550,,63400,977656,,,14210,11/12/20,,
289,1241436,113704,12057,259553,5010,124094,1209,1418399,88480,4517,1543802,11920,3594,,66234,986979,,,13902,12/12/20,,
290,1250044,113953,8608,262794,3241,124966,872,1424802,86911,4540,1553633,12147,3560,,66994,993118,,,14000,13/12/20,,
291,1255974,114298,5930,264330,1536,125628,662,1428261,78956,4598,1561829,12338,3585,,62414,999245,,,14627,14/12/20,,
292,1267202,115099,11228,269226,4896,127301,1673,1442136,80182,4724,1578722,12690,3778,,61598,1007263,,,15193,15/12/20,,
293,1277499,115769,10297,273444,4218,128747,1446,1455143,83768,4834,1593851,12984,3824,,62961,1017844,,,15420,16/12/20,,
294,1289298,116487,11799,277733,4289,130015,1268,1468468,87337,4854,1610258,13308,3890,,65219,1028156,,,15149,17/12/20,,
295,1301546,117249,12248,282691,4958,131405,1390,1481994,90728,4938,1627840,13105,3905,,67400,1039521,,,15310,18/12/20,,
296,1313675,117876,12129,287682,4991,132641,1236,1494901,93117,5039,1645856,13078,3968,,69419,1050519,,,15433,19/12/20,,
297,1320545,118202,6870,290051,2369,133179,538,1500239,89775,5031,1655679,13116,3969,,68313,1057648,,,15689,20/12/20,,
298,1325915,118598,5370,291639,1588,133823,644,1504274,81967,5203,1662510,13433,3913,,62944,1063651,,,16095,21/12/20,,
299,1338426,119495,12511,297345,5706,135837,2014,1518981,85591,5347,1679953,13952,4109,,64947,1073760,,,16365,22/12/20,,
300,1350079,120311,11653,302199,4854,137348,1511,1532485,87935,5448,1696403,14094,4207,,66082,1084918,,,16191,23/12/20,,
301,1362564,121172,12485,307235,5036,138802,1454,1545978,88556,5463,1713533,14036,4256,2924,66598,1095954,2925,0,16239,24/12/20,2924,Inicio Pfizer-BioNTec (Estados Unidos)
302,1372243,121837,9679,310843,3608,139895,1093,1555735,87303,5503,1726810,14023,4258,2924,66196,1107542,2925,0,16029,25/12/20,2924,
303,1377217,122066,4974,312342,1499,140641,746,1558842,80088,5436,1732238,14111,4356,2924,61881,1119370,45825,0,16106,26/12/20,2924,
304,1383434,122426,6217,314260,1918,141115,474,1564284,76429,5584,1740784,14256,4228,6824,59944,1127618,45825,0,16593,27/12/20,6824,
305,1389430,122855,5996,315748,1488,141947,832,1568565,68726,5710,1746564,14384,4219,10724,54711,1133119,45825,0,17088,28/12/20,10724,
306,1401529,123845,12099,320251,4503,143488,1541,1582131,70203,5827,1762561,14580,4313,19809,54998,1143357,45825,0,17547,29/12/20,19809,
307,1413935,124897,12406,325364,5113,144923,1435,1597072,74737,5793,1779053,15011,4429,26462,57433,1152602,53625,0,16677,30/12/20,26462,
308,1426094,125807,12159,330273,4909,146199,1276,1611545,79283,5895,1794498,15127,4489,31925,59958,1163491,53625,0,17943,31/12/20,31925,
309,1437185,126507,11091,334137,3864,147443,1244,1622726,79213,5867,1808703,15247,4526,31925,60302,1175039,53625,0,17850,01/01/21,31925,
310,1443544,126851,6359,335746,1609,147922,479,1626681,74228,5945,1816687,15387,4601,36570,58103,1186824,53625,0,17393,02/01/21,36570,
311,1448755,127213,5211,337068,1322,148276,354,1631132,68578,6044,1821903,15401,4605,40534,53992,1193332,53625,0,17878,03/01/21,40538,
312,1455219,127757,6464,338311,1243,148901,625,1636238,63946,6060,1828472,15419,4583,44536,51496,1198158,53625,0,18822,04/01/21,44534,
313,1466490,128822,11271,342928,4617,150012,1111,1650632,68767,6077,1841820,16306,4610,48593,53894,1209604,107250,0,19402,05/01/21,48593,
314,1479835,129987,13345,348421,5493,151455,1443,1667100,76101,6152,1858324,16920,4685,53345,58364,1220092,107250,0,19661,06/01/21,53345,
315,1493569,131031,13734,354011,5590,153001,1546,1682874,81652,6257,1875639,17208,4746,58402,62168,1231533,107250,0,20242,07/01/21,58402,
316,1507931,132069,14362,359312,5301,154171,1170,1689963,87856,6411,1894843,17711,4866,67468,67184,1240174,107250,0,20205,08/01/21,67468,
317,1524036,133204,16105,364770,5458,155570,1399,1715495,93672,6498,1914083,17716,4945,74794,72978,1244013,107250,0,20830,09/01/21,74794,
318,1534039,133706,10003,367491,2721,156494,924,1723239,91773,6548,1924348,18060,4910,81300,73894,1249728,107250,0,20921,10/01/21,81300,
319,1541633,134368,7594,368957,1466,156965,471,1728402,84161,6581,1931903,18185,4954,87060,69492,1255062,107250,0,21450,11/01/21,87060,
320,1556028,135682,14395,374850,5893,158250,1285,1746062,91556,6641,1949790,18612,5216,92879,74158,1265847,546975,0,21944,12/01/21,92879,
321,1571901,136917,15873,381152,6302,160020,1770,1764051,98700,6730,1970965,19041,5270,192567,79748,1277018,549975,0,22278,13/01/21,192567,
322,1588369,137916,16468,387517,6365,161564,1544,1780649,103508,6747,1993222,19457,5166,329983,85091,1288178,549975,0,21621,14/01/21,329983,
323,1609735,139022,21366,395506,7989,164366,2802,1802093,106723,6832,2023489,19808,5174,415417,89202,1298163,549975,1958,22711,15/01/21,415417,
324,1630258,140241,20523,403501,7995,167190,2824,1822728,111884,6889,2050653,19992,5499,463246,94900,1303303,549975,2221,22410,16/01/21,461025,
325,1641428,140704,11170,407254,3753,168194,1004,1832697,108550,6939,2064296,19602,5213,468708,93453,1308051,549975,3484,22934,17/01/21,468708,
326,1649502,141248,8074,409551,2297,169105,911,1839876,98554,6900,2075246,20054,5359,492529,85249,1313971,549975,6546,23881,18/01/21,485983,
327,1668396,142832,18894,416989,7438,171125,2020,1861882,102797,7017,2100534,20803,5652,498122,87356,1323658,766350,9609,24131,19/01/21,488513,
328,1688944,144371,20548,424666,7677,173452,2327,1884272,108991,7123,2130111,21117,5736,501030,92349,1335464,766350,11402,24154,20/01/21,489628,
329,1711283,146174,22339,432631,7965,175900,2448,1907170,115495,7106,2160822,21076,5695,552335,98892,1347395,766350,18018,24219,21/01/21,534317,
330,1732290,147614,21007,439547,6916,178259,2359,1928321,119665,7048,2192426,21108,5763,594725,103411,1360317,766350,22472,24173,22/01/21,594725,
331,1752347,149084,20057,445982,6435,180558,2299,1948365,122986,7033,2223645,21147,5777,618768,107109,1374952,766350,22472,23714,23/01/21,596296,
332,1763219,149614,10872,448750,2768,181383,825,1957630,114449,7048,2238405,20617,5645,629626,100926,1384425,766350,25185,23751,24/01/21,604441,
333,1771740,150273,8521,450590,1840,182039,656,1964840,103319,7018,2250065,20871,5504,642105,91841,1391360,766350,28715,23830,25/01/21,616390,
334,1788905,152016,17165,456507,5917,183865,1826,1984184,106752,7008,2275673,20908,5784,652319,93502,1404012,766350,31314,23838,26/01/21,621005,
335,1806849,153639,17944,462892,6385,185808,1943,2003804,109960,6986,2305274,20737,5692,656044,95155,1418262,766350,31314,24297,27/01/21,624730,
336,1825519,155145,18670,469098,6206,187955,2147,2022421,112216,6933,2336673,21059,5893,657842,97751,1433224,766350,31314,23105,28/01/21,626528,
337,1841893,156579,16374,474355,5257,189751,1796,2039097,110602,6972,2365303,20127,5616,662217,96518,1453156,766350,31397,23319,29/01/21,630820,
338,1857230,158074,15337,479292,4937,191471,1720,2054194,110783,6943,2391571,20249,5750,670307,97418,1472184,766350,39009,22668,30/01/21,631298,
339,1864260,158536,7030,481327,2035,191963,492,2059964,104963,6859,2404305,19604,5568,673327,93327,1482892,766350,41842,22677,31/01/21,631485,
340,1869708,159100,5448,482472,1145,192396,433,2064109,92760,6751,2413174,19602,5639,675202,83093,1490402,766350,43455,22437,01/02/21,631747,
341,1874092,159533,4384,483608,1136,192800,404,2067855,83529,6731,2421043,19390,5532,677539,74963,1508863,766350,45748,22400,02/02/21,631791,
342,1886245,161240,12153,488328,4720,194299,1499,2082399,80941,6525,2443027,19481,5528,686601,70632,1527704,766350,54162,22199,03/02/21,632439,
343,1899820,162922,13575,493069,4741,195897,1598,2096374,81538,6494,2470493,19267,5588,695088,71170,1548361,766350,60742,21749,04/02/21,634346,
344,1912871,164290,13051,497070,4001,197319,1422,2109802,81223,6373,2494011,19100,5545,700316,70905,1568000,766350,64246,21247,05/02/21,636070,
345,1926080,165786,13209,501240,4170,198614,1295,2122323,81428,6247,2519182,18391,5567,710198,72088,1586561,766350,73100,20147,06/02/21,637098,
346,1932145,166200,6065,502482,1242,199135,521,2127448,76732,6191,2529728,17369,5244,713517,68660,1597019,766350,75836,19732,07/02/21,637681,
347,1936013,166731,3868,503290,808,199361,226,2130287,65789,6134,2537017,17178,5090,717820,59141,1605009,766350,79429,19799,08/02/21,638391,
348,1946751,168432,10738,506748,3458,200473,1112,2142274,66037,5982,2559186,17027,5207,724347,58334,1620473,766350,84218,19598,09/02/21,640115,
349,1957889,169760,11138,510630,3882,201816,1343,2154033,67536,5922,2584659,16911,5183,724707,59360,1637089,766350,84592,18315,10/02/21,640115,
350,1968566,171234,10677,514415,3785,203108,1292,2164636,67049,5813,2610849,15893,4798,725447,59196,1654285,766350,85332,18036,11/02/21,640115,
351,1978954,172557,10388,517866,3451,204460,1352,2174767,67668,5622,2635875,15552,4773,726002,60249,1669336,766350,85887,17473,12/02/21,640125,
352,1988695,173771,9741,521478,3612,205654,1194,2183993,67939,5451,2661038,14911,4835,726313,60975,1683459,766350,86198,16625,13/02/21,663484,
353,1992794,174207,4099,522875,1397,205957,303,2187511,64477,5346,2671356,14214,4567,726313,58390,1690053,1379625,86198,16242,14/02/21,829185,
354,1995892,174657,3098,523677,802,206257,300,2189873,56691,5256,2677841,13956,4395,749682,51745,1695051,1379625,86198,14550,15/02/21,958473,Inicio AstraZeneca (Inglaterra)
355,2004575,175986,8683,527111,3434,207337,1080,2199226,55901,5141,2700249,11947,4673,915383,50611,1698106,2239625,86198,14997,16/02/21,968838,
356,2013563,177061,8988,530465,3354,208488,1151,2208668,56545,4908,2722484,12267,4792,1058139,50967,1709184,2239625,99666,14477,17/02/21,1005227,
357,2022662,178108,9099,533825,3360,209581,1093,2217621,56981,4903,2746081,11870,4585,1318055,51737,1721712,2639625,249217,13964,18/02/21,1210886,
358,2030491,178965,7829,536058,2233,210534,953,2226306,56123,4836,2768503,11502,4407,1574158,51138,1733906,2639625,418931,13702,19/02/21,1236103,
359,2038276,179797,7785,538974,2916,211447,913,2233973,56533,4756,2790675,11240,4343,1656304,51729,1746283,2639625,445418,12751,20/02/21,1277187,
360,2041380,180107,3104,539990,1016,211705,258,2236606,53409,4690,2800513,10321,4106,1689158,49177,1752038,2839625,453055,12755,21/02/21,1336854,
361,2043632,180536,2252,540628,638,211918,213,2238558,47168,4627,2806582,10476,4075,1733404,43580,1755477,2839625,456217,12798,22/02/21,1425395,Inicio Sinovac (China)
362,2052266,181809,8634,543728,3100,212970,1052,2247852,49273,4553,2829177,10516,4129,1801156,44907,1764942,2839625,464302,12409,23/02/21,1562401,
363,2060908,182815,8642,546877,3149,214011,1041,2256757,49689,4486,2853080,10241,4002,1900784,45139,1775074,3039625,475389,11988,24/02/21,1708721,Inicio Sputnik V (Rusia)
364,2069370,183692,8462,549785,2908,214988,977,2264524,51130,4447,2877962,9931,3806,2088813,47028,1784874,3039625,526412,11793,25/02/21,1718034,
365,2076882,184474,7512,552532,2747,215795,807,2271803,51983,4392,2900152,9711,3869,2271032,47983,1794480,3039625,562311,11726,26/02/21,1818034,
366,2084128,185257,7246,555189,2657,216698,903,2278701,53393,4344,2922656,9653,3937,2383411,49369,1803438,3839625,565377,11066,27/02/21,1959525,
367,2086938,185715,2810,556135,946,216915,217,2281355,51029,4191,2930771,9104,3640,2455095,47328,1807079,3839625,565423,11100,28/02/21,2012853,
368,2089281,186152,2343,556885,750,217109,194,2283465,45682,4172,2936867,9131,3531,2526863,42488,1809740,3839625,583896,11338,01/03/21,2043941,
369,2097194,187187,7913,559842,2957,218073,964,2291863,47671,4136,2958732,9440,3632,2583435,43911,1817388,4691775,587995,11123,02/03/21,2085152,
370,2104987,188044,7793,562559,2717,218962,889,2299924,49627,4124,2980799,9223,3622,2633580,45641,1825519,4691775,589639,11097,03/03/21,2128766,
371,2112508,188866,7521,565417,2858,219888,926,2307524,50640,4158,3003730,9154,3593,2676035,46700,1833796,4691775,590883,10993,04/03/21,2162358,
372,2119305,189578,6797,567778,2361,220661,773,2314287,51094,4179,3024248,9100,3603,2731900,47224,1840913,4691775,603134,10785,05/03/21,2189790,
373,2125866,190353,6561,569851,2073,221397,736,2320836,50460,4158,3043100,8891,3565,2765805,46623,1847923,4691775,603447,9964,06/03/21,2245291,
374,2128600,190604,2734,570719,868,221584,187,2323324,48386,4040,3052083,8366,3182,2793106,44880,1850776,4691775,603636,10192,07/03/21,2495067,
375,2130477,190923,1877,571315,596,221759,175,2324954,43511,3989,3058081,8489,3264,2849630,40341,1852709,4691775,604339,10160,08/03/21,2882000,
376,2137884,191789,7407,574062,2747,222603,844,2332909,45085,3967,3078510,8355,3372,3100868,41394,1860477,5292375,605801,10533,09/03/21,3072380,
377,2144558,192488,6674,576521,2459,223370,767,2339561,46221,3941,3099351,8787,3342,3488118,42428,1868420,5429375,606622,10234,10/03/21,3295671,
378,2151028,193142,6470,578835,2314,224175,805,2345863,46388,3877,3119038,8465,3349,3779969,42650,1876228,5492375,607589,9744,11/03/21,3504420,
379,2157771,193851,6743,581406,2571,224881,706,2352147,46291,3825,3139893,8077,3210,4005131,42883,1883031,5492376,609640,9702,12/03/21,3730045,
380,2163875,194490,6104,583698,2292,225477,596,2358167,46870,3696,3159449,7982,3221,4214494,43583,1889638,6492375,609874,9182,13/03/21,3794719,
381,2166290,194710,2415,584531,833,225660,183,2360347,43317,3643,3167043,7525,3024,4339926,40444,1892228,6492376,609881,8911,14/03/21,3920889,
382,2167729,194944,1439,584927,396,225760,100,2361702,37056,3548,3170899,7374,2926,4404608,34508,1894337,6492377,609889,8797,15/03/21,4110741,
383,2169007,195119,1278,585348,421,225871,111,2362886,33167,3523,3175550,7294,2913,4530784,30888,1902075,7160250,609895,9255,16/03/21,4300720,
384,2175462,195908,6455,587760,2412,226608,737,2370183,35019,3478,3195667,7593,3122,4737622,32206,1909079,7160250,626881,9071,17/03/21,4412639,
